Product URL,Product Name,Product Price,Rating,Number of reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/Swisslook-Polyester-15-6-inch-Backpack-Waterproof/dp/B07XYTZP4Z/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1690194928&sprefix=ba%2Caps%2C283&sr=8-95,Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Semi Waterproof USB with Anti Theft Pocket Travel Backpack,,4.3 out of 5 stars,"1,707","Care Instructions: Hand Wash Only, Material: This bag is made from high quality Nylon with polyester lining which is waterproof.; (Lx W x H) 38 cm x 26.7 cm x 51 cm. Unisex backpack for men and women<br> <br>, Compartments: 4 compartments including 1 main compartment for 15.6 inch laptop, 2 zippers at side, 1 anti-theft zipper at back keeping your wallet, cards and phone safe, 2 additional water pouches, Multiple interior slot pocket for your other belonging such as notebook, tablet, phones, water bottle. USB charging slot with ear phone hole<br> <br>, Capacity: 35-45 litres capacity used for daily office goers. Also used as travelling, hiking, trekking backpack<br> <br>, Accurate air bubbles reduces excess weight and stress by 55 % on your shoulders and Back tough air mesh cushion supports your spinal during long go<br> <br>, Compartment Description: Up To 15 Inches; Pattern Name: Solid; Pocket Description: Utility Pocket; Age Range Description: Adult <br>, ",ASIN : B07XYTZP4Z,"Care Instructions: Hand Wash Only, Material: This bag is made from high quality Nylon with polyester lining which is waterproof.; (Lx W x H) 38 cm x 26.7 cm x 51 cm. Unisex backpack for men and women<br> <br>, Compartments: 4 compartments including 1 main compartment for 15.6 inch laptop, 2 zippers at side, 1 anti-theft zipper at back keeping your wallet, cards and phone safe, 2 additional water pouches, Multiple interior slot pocket for your other belonging such as notebook, tablet, phones, water bottle. USB charging slot with ear phone hole<br> <br>, Capacity: 35-45 litres capacity used for daily office goers. Also used as travelling, hiking, trekking backpack<br> <br>, Accurate air bubbles reduces excess weight and stress by 55 % on your shoulders and Back tough air mesh cushion supports your spinal during long go<br> <br>, Compartment Description: Up To 15 Inches; Pattern Name: Solid; Pocket Description: Utility Pocket; Age Range Description: Adult <br>, ",Manufacturer : Red Lemon
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjc4MTY4MzEyMzQ1OTQ3OjE2OTAxOTQ5Mjg6c3BfYnRmOjIwMTA4NDc1MDc0Njk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BRMWDNZ7%2Fref%3Dsr_1_96_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690194928%26sprefix%3Dba%252Caps%252C283%26sr%3D8-96-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,4.3 out of 5 stars,65,"Care Instructions: Wipe with Damp Cloth, Handcrafted with care and made up of premium quality robust material, Padded laptop compartment fits up to 15.6"" Laptop, Tablet Sleeve; Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side, Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Gadget Pocket; Internal Organiser, GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty, ",ASIN : B0BRMWDNZ7,"Care Instructions: Wipe with Damp Cloth, Handcrafted with care and made up of premium quality robust material, Padded laptop compartment fits up to 15.6"" Laptop, Tablet Sleeve; Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side, Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Gadget Pocket; Internal Organiser, GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty, ","Manufacturer : Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjc4MTY4MzEyMzQ1OTQ3OjE2OTAxOTQ5Mjg6c3BfYnRmOjMwMDAxMjQ5NTIzODMzMjo6MDo6&url=%2FTaken-Print-Laptop-Backpack-School%2Fdp%2FB08YP77894%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690194928%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"MY FAV Printed Laptop Bag Backpack/Casual School College Bag/Sports Backpack for Boys/Girls, Outdoor Travel Lightweight Bag (30 L)",,3.9 out of 5 stars,116,"Care Instructions: Dry Clean Only, Compartment Description: Up To 16 Inches; Age Range Description: Adult; Pattern Name: Solid; Color Name: Design 8, ",ASIN : B08YP77894,"Care Instructions: Dry Clean Only, Compartment Description: Up To 16 Inches; Age Range Description: Adult; Pattern Name: Solid; Color Name: Design 8, ","Manufacturer : Mangal Trading Co, Delhi, Mangal Trading.co,909/59 G/F IST FLOOR, LEKHU NAGAR, TRI NAGAR, North Delhi, Delhi, 110035,ph no-9811084672,mangaltradingco15@gmail.com"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzgxNjAzMzkzMDIxMDAxOjE2OTAxOTUwNzQ6c3BfYXRmX25leHQ6MzAwMDE0OTA4NjEyMjMyOjowOjo&url=%2FHP-Backpack-Ergonomic-Multi-Handle-Shoulder%2Fdp%2FB0BC723HTF%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690195074%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,HP Creator 16.1- inch Laptop Backpack/Ergonomic; Multi-Handle; Padded; Shoulder Strap/Lockable Zippers; RFID Pocket; Padded Laptop Pocket,,,,"Everything in it's Place: Protect all your devices, accessories, and projects in their very own spot. Customize the main compartment into all shapes and sizes to fit your equipment with removable padded dividers. With the built-in water-resistant cover[1], you can move fluidly through the world and be up and ready to go whenever inspiration strikes, rain or shine., Your Ideas Are Going Places: Lightweight construction and heavy duty, yet comfy, travel straps keep you comfortable wherever you are. Extra waist and sternum straps keep the weight distributed comfortably. The quick access compartment for laptops up to 16.1-inches is great for packing up fast or unpacking even faster. Now that's travel ready., Inspiration: Secured:Get back to making cool things, your other stuff is safe in here. You've got a RFID-blocking pocket to keep your data safe from digital pickpockets and anti-theft zippers, securable with a small D-ring. Now that's some futuristic backpack stuff right there., Looks Good. Does Good.: Carrying your studio wherever you go has never felt lighter with a backpack that contains 100% recycled plastic in the external material. Now you can create cool stuff on the go knowing that there's 13 less plastic bottles out there, ",ASIN : B0BC723HTF,"Everything in it's Place: Protect all your devices, accessories, and projects in their very own spot. Customize the main compartment into all shapes and sizes to fit your equipment with removable padded dividers. With the built-in water-resistant cover[1], you can move fluidly through the world and be up and ready to go whenever inspiration strikes, rain or shine., Your Ideas Are Going Places: Lightweight construction and heavy duty, yet comfy, travel straps keep you comfortable wherever you are. Extra waist and sternum straps keep the weight distributed comfortably. The quick access compartment for laptops up to 16.1-inches is great for packing up fast or unpacking even faster. Now that's travel ready., Inspiration: Secured:Get back to making cool things, your other stuff is safe in here. You've got a RFID-blocking pocket to keep your data safe from digital pickpockets and anti-theft zippers, securable with a small D-ring. Now that's some futuristic backpack stuff right there., Looks Good. Does Good.: Carrying your studio wherever you go has never felt lighter with a backpack that contains 100% recycled plastic in the external material. Now you can create cool stuff on the go knowing that there's 13 less plastic bottles out there, ",Manufacturer : hp
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzgxNjAzMzkzMDIxMDAxOjE2OTAxOTUwNzQ6c3BfYXRmX25leHQ6MzAwMDE0OTA4NjEyMTMyOjowOjo&url=%2FHP-Backpack-Reflective-Ergonomic-Multi-handle%2Fdp%2FB0BC748R4J%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690195074%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,HP Travel 25 Liter 15.6 Iron Grey Laptop Backpack/Lockable zippers; Reflective material; RFID pocket/Ergonomic; Multi-handle; Padded Strap,,4.7 out of 5 stars,20,"Care Instructions: Hand Wash Only, See The World, Help The Planet: Traveling the world has never felt lighter with a backpack that contains 100% recycled plastic in the external material[2]. Have peace of mind knowing that there's 13 less plastic bottles out there., Expand Your Horizons: Carrying the world on your shoulders never felt so light and stylish with this one-bag travel companion. And if you need even more room, just unzip and expand up to 30L of capacity. With that much space, you're good to go for at least a long weekend., A Pocket for Everything, Literally: With almost countless organization compartments, pockets, stash spots, and hidey holes, this backpack is like a walking organizer. Devices, clothes, snacks, souvenirs, whatever...pack it all in. Quick access pockets on the inside and out keep you from digging for days. We bet you can find what you need without even looking., Comfort Wherever You Go: This sleek and lightweight bag may hold more than you think to get you and all your stuff where you're going--all while keeping you comfortable. Strap in for the long journey with comfy shoulder straps and sternum straps. Put everything in its perfect place--from water bottles, to jackets, and anything in between. Meet your new favorite travel companion., Backpack's Got Your Back: Travel easy knowing your stuff is safe inside with a tracker pocket to store your tracking device[1], a hidden RFID-blocking pocket to keep your data safe from digital pickpockets, and even lockable zippers on the main compartment. Now that's some futuristic backpack stuff right there., ",ASIN : B0BC748R4J,"Care Instructions: Hand Wash Only, See The World, Help The Planet: Traveling the world has never felt lighter with a backpack that contains 100% recycled plastic in the external material[2]. Have peace of mind knowing that there's 13 less plastic bottles out there., Expand Your Horizons: Carrying the world on your shoulders never felt so light and stylish with this one-bag travel companion. And if you need even more room, just unzip and expand up to 30L of capacity. With that much space, you're good to go for at least a long weekend., A Pocket for Everything, Literally: With almost countless organization compartments, pockets, stash spots, and hidey holes, this backpack is like a walking organizer. Devices, clothes, snacks, souvenirs, whatever...pack it all in. Quick access pockets on the inside and out keep you from digging for days. We bet you can find what you need without even looking., Comfort Wherever You Go: This sleek and lightweight bag may hold more than you think to get you and all your stuff where you're going--all while keeping you comfortable. Strap in for the long journey with comfy shoulder straps and sternum straps. Put everything in its perfect place--from water bottles, to jackets, and anything in between. Meet your new favorite travel companion., Backpack's Got Your Back: Travel easy knowing your stuff is safe inside with a tracker pocket to store your tracking device[1], a hidden RFID-blocking pocket to keep your data safe from digital pickpockets, and even lockable zippers on the main compartment. Now that's some futuristic backpack stuff right there., ","Manufacturer : hp, HP India Sales Pvt. Ltd."
https://www.amazon.in/Multicolour-Printed-Drawstring-Polyester-Backpack/dp/B09ZL3SCTQ/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1690195074&sprefix=ba%2Caps%2C283&sr=8-99,18 L Multicolour Printed Drawstring Polyester Multi Utility Bag for Sports/Gym/Yoga/College/Casual Backpack – Light Weight/Washable,,4.4 out of 5 stars,6,"Care Instructions: Hand Wash Only, Drawstring/String bag (backpack), a very fine multiple use drawstring bag with excellent finish and durability, It is made of polyester fabric and efficient to hold your essentials,Material : polyester Washable (Machine / Hand Wash) and durable, Its compact size and style definitely adds in your dazzling personality. Casual usage also, Good bag with an attractive design and trendy color, front digital print and back side plain Polyester fabric,Multi-purpose, Fitness Football, Riding, Running ,Gym Bag and all sports persons, Width: 13 inches Height: 19 inches Depth: 4 inches, (33 X 48 X 10 ) cm. Bag Capacity: 18 L, ",ASIN : B09ZL3SCTQ,"Care Instructions: Hand Wash Only, Drawstring/String bag (backpack), a very fine multiple use drawstring bag with excellent finish and durability, It is made of polyester fabric and efficient to hold your essentials,Material : polyester Washable (Machine / Hand Wash) and durable, Its compact size and style definitely adds in your dazzling personality. Casual usage also, Good bag with an attractive design and trendy color, front digital print and back side plain Polyester fabric,Multi-purpose, Fitness Football, Riding, Running ,Gym Bag and all sports persons, Width: 13 inches Height: 19 inches Depth: 4 inches, (33 X 48 X 10 ) cm. Bag Capacity: 18 L, ",
https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1690195074&sprefix=ba%2Caps%2C283&sr=8-100,Half Moon Valex Unisex School Bag/Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,,3.6 out of 5 stars,64,"Trendy Design: The Laptop bag for men features a unique, trendy design that makes it stand out from other laptop backpacks. It's perfect for individuals who want to express their style while carrying their laptop., Secure Laptop Compartment: The 17-inch padded compartment in laptop backpack for men / Laptop bag for men provides secure storage for your device. The padding ensures that your laptop is protected from scratches and bumps while you're on the move., Front Pockets: The small pockets in College Bags for men / College bag for women in Second Compartment provide easy access to smaller items like your phone, wallet, and keys. These pockets are convenient and ensure that you don't have to dig through the main compartment to find what you need., Strong Built: The Laptop bag for men is built with strong zippers and stitching that can withstand daily wear and tear. This ensures that your belongings are kept safe and secure in college bag for girls and the backpack for men can hold up to daily use., Comfortable to Wear: The Laptop bag for men / backpack for men is designed for maximum comfort. The padded shoulder straps and back panel provide added comfort, reducing strain on your back and shoulders while carrying the laptop backpack. This makes it easy to wear the backpack for extended periods of time, whether you're commuting to work or school or going on a trip., ",ASIN : B0C1NZLF67,"Trendy Design: The Laptop bag for men features a unique, trendy design that makes it stand out from other laptop backpacks. It's perfect for individuals who want to express their style while carrying their laptop., Secure Laptop Compartment: The 17-inch padded compartment in laptop backpack for men / Laptop bag for men provides secure storage for your device. The padding ensures that your laptop is protected from scratches and bumps while you're on the move., Front Pockets: The small pockets in College Bags for men / College bag for women in Second Compartment provide easy access to smaller items like your phone, wallet, and keys. These pockets are convenient and ensure that you don't have to dig through the main compartment to find what you need., Strong Built: The Laptop bag for men is built with strong zippers and stitching that can withstand daily wear and tear. This ensures that your belongings are kept safe and secure in college bag for girls and the backpack for men can hold up to daily use., Comfortable to Wear: The Laptop bag for men / backpack for men is designed for maximum comfort. The padded shoulder straps and back panel provide added comfort, reducing strain on your back and shoulders while carrying the laptop backpack. This makes it easy to wear the backpack for extended periods of time, whether you're commuting to work or school or going on a trip., ",Manufacturer : Half_Moon
https://www.amazon.in/SFANE-Polyester-Shoulder-Separate-Compartment/dp/B08KG7J7L5/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1690195074&sprefix=ba%2Caps%2C283&sr=8-101,"SFANE Polyester Red Duffel Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoe Compartment (Black) (Red) Set Of 1",,4.3 out of 5 stars,332,"Premium Durable Material - Travel duffel bag is made of high quality,durable material., Separate Shoes Compartment - Built-in extra shoes compartment with exterior zippers to keep your shoes and clean sport gears separate., Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag., Adjustable Shoulder straps - Comfortable and adjustable shoulder strap, Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!, ",ASIN : B08KG7J7L5,"Premium Durable Material - Travel duffel bag is made of high quality,durable material., Separate Shoes Compartment - Built-in extra shoes compartment with exterior zippers to keep your shoes and clean sport gears separate., Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag., Adjustable Shoulder straps - Comfortable and adjustable shoulder strap, Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!, ","Manufacturer : Sfane, Sfane Trends"
https://www.amazon.in/Wesley-DareDevil-Resistant-Backpack-LaptopBackpack/dp/B0CB8932FN/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1690195074&sprefix=ba%2Caps%2C283&sr=8-97,Wesley DareDevil 35 L Water Resistant College Backpack/Travel Bagpack/School Bag/Office Bag/Business Backpack/LaptopBackpack/Daypack for Men and Women,,,,"Ready for Everyday Adventure: Always be organized and stylish in class or your job with the Wesley Cool backpacks! Our backpack for a laptop and more is simple, convenient, sleek and ready for anything, Large Enough for Anything: Have enough room for all your essentials with this large laptop backpack for women and men! The bag has 2 main compartments for books and supplies, and our Backpack has a dedicated padded 15.6-inch laptop sleeve., Express Your Style: Available in stylish colors, prints and patterns, these backpacks for women and men are perfect for anyone’s style! DareDevil backpack features a 1000 d Polyester bottom and trim for added detail and elegance, Always Reliable: Made with care, this backpack is made with sturdy fabric, zippers and straps - so you can always count on these laptop backpacks for any load! This bag has a web haul handle and cord pullers, Everything You Need: This laptop backpack for men and women is made for convenience and comfort! Our college backpack has two water bottle pocket, a front utility pocket with an organizer, ergonomic S-curve shoulder straps, and a padded back panel., ",ASIN : B0CB8932FN,"Ready for Everyday Adventure: Always be organized and stylish in class or your job with the Wesley Cool backpacks! Our backpack for a laptop and more is simple, convenient, sleek and ready for anything, Large Enough for Anything: Have enough room for all your essentials with this large laptop backpack for women and men! The bag has 2 main compartments for books and supplies, and our Backpack has a dedicated padded 15.6-inch laptop sleeve., Express Your Style: Available in stylish colors, prints and patterns, these backpacks for women and men are perfect for anyone’s style! DareDevil backpack features a 1000 d Polyester bottom and trim for added detail and elegance, Always Reliable: Made with care, this backpack is made with sturdy fabric, zippers and straps - so you can always count on these laptop backpacks for any load! This bag has a web haul handle and cord pullers, Everything You Need: This laptop backpack for men and women is made for convenience and comfort! Our college backpack has two water bottle pocket, a front utility pocket with an organizer, ergonomic S-curve shoulder straps, and a padded back panel., ","Manufacturer : Wesley, Longani Trading Company"
https://www.amazon.in/Fur-Jaden-resistant-Backpack-BM100_Brown/dp/B07P5X6NSN/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1690195074&sprefix=ba%2Caps%2C283&sr=8-98,FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students Brown,,4.2 out of 5 stars,"2,319","Style - Brown colour backpack for men made of PU leather for stylish office use as well as for trendy college students. Huge compartment size that can fit upto a 15 inch laptop with ease. Multiple pockets for other accessories and water bottle, USB Charging - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging., Capacity: 30 liters; Weight: 650 grams; Dimensions: 30 cms x 20 cms x 44 cms (LxWxH), Material - We use highest quality of artificial leather which is durable, long lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life, Warranty- 100% genuine Fur Jaden Bags, 10 days no question asked replacement guarantee from the date of delivery. 6 Month manufacturer warranty against defects only. We do not provide free Power Bank with this Bag., ",ASIN : B07P5X6NSN,"Style - Brown colour backpack for men made of PU leather for stylish office use as well as for trendy college students. Huge compartment size that can fit upto a 15 inch laptop with ease. Multiple pockets for other accessories and water bottle, USB Charging - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging., Capacity: 30 liters; Weight: 650 grams; Dimensions: 30 cms x 20 cms x 44 cms (LxWxH), Material - We use highest quality of artificial leather which is durable, long lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life, Warranty- 100% genuine Fur Jaden Bags, 10 days no question asked replacement guarantee from the date of delivery. 6 Month manufacturer warranty against defects only. We do not provide free Power Bank with this Bag., ","Manufacturer : Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
https://www.amazon.in/Genie-Heartbeat-compartments-Lightweight-Travelling/dp/B097JJFF6Z/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1690195074&sprefix=ba%2Caps%2C283&sr=8-99,"Genie Heartbeat Backpack for Women 3 compartments, School Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",,4.5 out of 5 stars,269,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant! Capacity: 27 liters, Weight: 440 g, Dimensions: 43 x 30 x 21 cm Warranty: 12 months, 3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Inside Sleeve/File Holder: To keep your school supplies and important files/documents/sheets seperate Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. Keep all your essentials such as wallet, ticket, cosmetics, etc. 1 side pocket: For holding water bottle, clipping pens or pencil or storing other items., Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!, Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle., Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack., ",ASIN : B097JJFF6Z,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant! Capacity: 27 liters, Weight: 440 g, Dimensions: 43 x 30 x 21 cm Warranty: 12 months, 3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Inside Sleeve/File Holder: To keep your school supplies and important files/documents/sheets seperate Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. Keep all your essentials such as wallet, ticket, cosmetics, etc. 1 side pocket: For holding water bottle, clipping pens or pencil or storing other items., Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!, Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle., Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack., ","Manufacturer : Safari, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1690195074&sprefix=ba%2Caps%2C283&sr=8-100,TRUE HUMAN Anti-Theft and USB charging port backpack with security lock Laptop bag|office bag| for men and women (Grey),,3.8 out of 5 stars,"1,854","Care Instructions: Hand Wash Only, Care Instructions: Wipe with Damp Cloth, This business laptop backpack design with separate laptop compartment to hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Macbook/Laptop. 2 spacious packing compartments roomy for iPad,mouse,charger,binders,books,clothes,ect. Front compartment with many pockets, pen pockets and key fob hook, make your items organized and easier to find., Night Vision Reflective Design: night vision reflective material in the front of the bag,it would be noticed easily while you are running or bicycling at night, keeping you safe., USB PORT-With outside USB charger and inside charging cable ,this usb backpack offers you a more convenient way to charge your phone/electronic device while walking. Please kindly noted that usb charging port only offers an easy access to charge, this backpack do not provide power itself., Superior Material&Solid: Made with durable, Water resistant Polyester to withstand harsh conditions and easy to clea makes this backpack simple but look stylish. Perfect for college school, business trips, hiking, camping, office work and everyday use., ",ASIN : B09H7PK5ML,"Care Instructions: Hand Wash Only, Care Instructions: Wipe with Damp Cloth, This business laptop backpack design with separate laptop compartment to hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Macbook/Laptop. 2 spacious packing compartments roomy for iPad,mouse,charger,binders,books,clothes,ect. Front compartment with many pockets, pen pockets and key fob hook, make your items organized and easier to find., Night Vision Reflective Design: night vision reflective material in the front of the bag,it would be noticed easily while you are running or bicycling at night, keeping you safe., USB PORT-With outside USB charger and inside charging cable ,this usb backpack offers you a more convenient way to charge your phone/electronic device while walking. Please kindly noted that usb charging port only offers an easy access to charge, this backpack do not provide power itself., Superior Material&Solid: Made with durable, Water resistant Polyester to withstand harsh conditions and easy to clea makes this backpack simple but look stylish. Perfect for college school, business trips, hiking, camping, office work and everyday use., ",Manufacturer : 1
https://www.amazon.in/Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1690195074&sprefix=ba%2Caps%2C283&sr=8-101,"Storite Nylon 46 Cm Imported Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)",,4.2 out of 5 stars,344,"Closure Type : Zip , Handle Type : Detachable, Strap Type : Two short handles + 1 Shoulder strap handle + 2 padded shoulder handle.; Item dimensions : Height : 23 cm,Width : 25 cm, Length : 46 cm , 26.45 Litrs , Water Resistant Level : Waterproof, Item Dimensions : Height : 24cm, Width : 27 cm, Lenght : 46 cm , 26.45 Litrs ,Water Resistance Level : Waterprooof., ",ASIN : B0B3JBYZ8C,"Closure Type : Zip , Handle Type : Detachable, Strap Type : Two short handles + 1 Shoulder strap handle + 2 padded shoulder handle.; Item dimensions : Height : 23 cm,Width : 25 cm, Length : 46 cm , 26.45 Litrs , Water Resistant Level : Waterproof, Item Dimensions : Height : 24cm, Width : 27 cm, Lenght : 46 cm , 26.45 Litrs ,Water Resistance Level : Waterprooof., ","Manufacturer : NISUN INC., B-201, Greenfield 4+, Vadodara, Gujarat-391410 Email: sales@nisun.in, Phone: 63527-67213"
